id;category;lv;srl;src;img;audio;ru;en;sr-ex;ru-ex;en-ex
1008;odeca;1;Šorc;Шорц;assets/images/words/sorc.png;assets/sounds/words/sorc.wav;Шорты;Shorts;Nosim šorc kada toplo. Kupio sam kratak šorc. Ovaj šorc je udoban.;Ношу шорты, когда тепло. Я купил короткие шорты. Эти шорты удобные.;I wear shorts when it's warm. I bought short shorts. These shorts are comfortable.
1009;odeca;1;Odelo;Одело;assets/images/words/odelo.png;assets/sounds/words/odelo.wav;Костюм;Suit;Obukao je odelo danas. Kupio sam novo odelo. Odelo mu dobro stoji.;Он надел костюм сегодня. Я купил новый костюм. Костюм ему хорошо идёт.;He wore a suit today. I bought a new suit. The suit fits him well.
1010;odeca;1;Kaiš;Каиш;assets/images/words/kais.png;assets/sounds/words/kais.wav;Ремень;Belt;Kaiš mi je dugačak. Kupio sam kožni kaiš. Zategni kaiš malo.;Ремень мне длинный. Я купил кожаный ремень. Затяни ремень немного.;The belt is long for me. I bought a leather belt. Tighten the belt a little.
1011;odeca;1;Prekratko;Прекратко;assets/images/words/prekratko.png;assets/sounds/words/prekratko.wav;Коротковато;Too short;Ova suknja je prekratka. Rukavi su prekratki. Haljina je prekratka danas.;Эта юбка коротка. Рукава слишком короткие. Платье сегодня коротко.;This skirt is too short. The sleeves are too short. The dress is short today.
1012;odeca;1;Preveliko;Превелико;assets/images/words/preveliko.png;assets/sounds/words/preveliko.wav;Великовато;Too big;Ova jakna je prevelika. Cipele su mi prevelike. Košulja je prevelika meni.;Эта куртка велика. Обувь мне слишком большая. Рубашка велика мне.;This jacket is too big. The shoes are too big for me. The shirt is big for me.
1013;odeca;1;Premalo;Премало;assets/images/words/premalo.png;assets/sounds/words/premalo.wav;Маловато;Too small;Ova majica je premala. Pantalone su mi premale. Šešir je premali.;Эта футболка мала. Брюки мне малы. Шляпа слишком маленькая.;This T-shirt is too small. The pants are too small for me. The hat is too small.
1014;odeca;1;Taman;Таман;assets/images/words/taman.png;assets/sounds/words/taman.wav;Впору;Just right;Ova veličina je taman. Cipele su mi taman. Haljina mi je taman.;Этот размер как раз. Обувь мне как раз. Платье мне как раз.;This size is just right. The shoes fit just right. The dress fits just right.
1015;odeca;1;Brada;Брада;assets/images/words/brada.png;assets/sounds/words/brada.wav;Борода;Beard;On ima gustu bradu. Obrijao je bradu. Brada mu stoji dobro.;У него густая борода. Он побрил бороду. Борода ему идёт.;He has a thick beard. He shaved off his beard. The beard suits him well.
1016;odeca;1;Brkovi;Бркови;assets/images/words/brkovi.png;assets/sounds/words/brkovi.wav;Усы;Mustache;Njegovi brkovi su sedi. Pustio je brkove. Brkovi ga starije izgledaju.;Его усы седые. Он отпустил усы. Усы старят его.;His mustache is grey. He grew a mustache. The mustache ages him.
1017;odeca;1;Dugme;Дугме;assets/images/words/dugme.png;assets/sounds/words/dugme.wav;Пуговица;Button;Dugme je otpalo danas. Brzo zakopčaj dugme. Kupio sam nova dugmad.;Пуговица оторвалась сегодня. Быстро застегни пуговицу. Я купил новые пуговицы.;A button fell off today. Quickly button up. I bought new buttons.
1018;odeca;1;Džemper;Џемпер;assets/images/words/dzemper.png;assets/sounds/words/dzemper.wav;Свитер;Sweater;Obukao sam topao džemper. Kupio sam vuneni džemper. Ovaj džemper je udoban.;Я надел тёплый свитер. Я купил шерстяной свитер. Этот свитер удобный.;I put on a warm sweater. I bought a wool sweater. This sweater is comfortable.
1019;odeca;1;Džep;Џеп;assets/images/words/dzep.png;assets/sounds/words/dzep.wav;Карман;Pocket;Stavi ključeve u džep. Ovaj kaput ima džepove. Izgubio sam novac danas.;Положи ключи в карман. У этого пальто есть карманы. Я потерял деньги сегодня.;Put the keys in your pocket. This coat has pockets. I lost money today.
1020;odeca;1;Elegantan;Елегантан;assets/images/words/elegantan.png;assets/sounds/words/elegantan.wav;Элегантный;Elegant;Ona nosi elegantnu haljinu. On izgleda elegantno danas. Ovo je elegantan stil.;Она носит элегантное платье. Он выглядит элегантно сегодня. Это элегантный стиль.;She's wearing an elegant dress. He looks elegant today. This is an elegant style.
1021;odeca;1;Frizura;Фризура;assets/images/words/frizura.png;assets/sounds/words/frizura.wav;Причёска;Hairstyle;Promenila je frizuru. Ova frizura joj stoji. Idem kod frizera danas.;Она сменила причёску. Эта причёска ей идёт. Я иду к парикмахеру сегодня.;She changed her hairstyle. This hairstyle suits her. I'm going to the hairdresser today.
1022;odeca;1;Garderoba;Гардероба;assets/images/words/garderoba.png;assets/sounds/words/garderoba.wav;Гардероб;Wardrobe;Moja garderoba je puna. Kupio sam novu garderobu. Organizovala sam svoju garderobu.;Мой гардероб полон. Я купил новый гардероб. Я организовала свой гардероб.;My wardrobe is full. I bought a new wardrobe. I organized my wardrobe.
1023;odeca;1;Haljina;Хаљина;assets/images/words/haljina.png;assets/sounds/words/haljina.wav;Платье;Dress;Kupila sam novu haljinu. Ova haljina je duga. Haljina joj lepo stoji.;Я купила новое платье. Это платье длинное. Платье ей хорошо идёт.;I bought a new dress. This dress is long. The dress suits her well.
1024;odeca;1;Isprobati;Испробати;assets/images/words/isprobati.png;assets/sounds/words/isprobati.wav;Примерить;To try on;Hoću da isprobam jaknu. Isprobaj ove cipele. Isprobala sam pet haljina.;Хочу примерить куртку. Примерь эту обувь. Я примерила пять платьев.;I want to try on the jacket. Try on these shoes. I tried on five dresses.
1025;odeca;1;Izgled;Изглед;assets/images/words/izgled.png;assets/sounds/words/izgled.wav;Внешность;Appearance;Izgled mu se promenio. Vodi računa o izgledu. Njen izgled je uredan.;Его внешность изменилась. Он заботится о внешности. Её вид опрятный.;His appearance has changed. He takes care of his looks. Her look is neat.
1026;odeca;1;Kostim;Костим;assets/images/words/kostim.png;assets/sounds/words/kostim.wav;Наряд;Costume / suit;Nosi poslovni kostim. Kupila je novi kostim. Kostim joj dobro stoji.;Она носит деловой костюм. Она купила новый костюм. Костюм ей хорошо идёт.;She wears a business suit. She bought a new suit. The suit fits her well.
1027;odeca;1;Košulja;Кошуља;assets/images/words/kosulja.png;assets/sounds/words/kosulja.wav;Рубашка;Shirt;Obukao je belu košulju. Ova košulja je pamučna. Košulja mu je zgužvana.;Он надел белую рубашку. Эта рубашка хлопковая. Рубашка у него мятая.;He put on a white shirt. This shirt is cotton. His shirt is wrinkled.
1028;odeca;1;Kravata;Кравата;assets/images/words/kravata.png;assets/sounds/words/kravata.wav;Галстук;Tie;Nosi kravatu na poslu. Kupio sam novu kravatu. Kravata mu je šarena.;Он носит галстук на работе. Я купил новый галстук. Его галстук пёстрый.;He wears a tie at work. I bought a new tie. His tie is colorful.
1029;odeca;1;Krupan;Крупан;assets/images/words/krupan.png;assets/sounds/words/krupan.wav;Крупный;Large / burly;On je krupan muškarac. Krupan pas trči napolju. Nosi krupan nakit.;Он крупный мужчина. Крупный пёс бегает снаружи. Она носит крупные украшения.;He is a large man. A big dog runs outside. She wears large jewelry.
1030;odeca;1;Majica;Мајица;assets/images/words/majica.png;assets/sounds/words/majica.wav;Футболка;T-shirt;Obukao sam belu majicu. Ova majica je omiljena. Kupio sam majicu danas.;Я надел белую футболку. Эта футболка любимая. Я купил футболку сегодня.;I put on a white T-shirt. This T-shirt is favorite. I bought a T-shirt today.
1031;odeca;1;Moda;Мода;assets/images/words/moda.png;assets/sounds/words/moda.wav;Мода;Fashion;Prati modu redovno. Moda se stalno menja. Ovo nije moj stil.;Она регулярно следит за модой. Мода постоянно меняется. Это не мой стиль.;She follows fashion regularly. Fashion is constantly changing. This isn't my style.
1032;odeca;1;Moderan;Модеран;assets/images/words/moderan.png;assets/sounds/words/moderan.wav;Модный;Modern / fashionable;Ovo je moderan stil. On je moderno obučen. Kupila sam moderne cipele.;Это модный стиль. Он модно одет. Я купила модную обувь.;This is a fashionable style. He's fashionably dressed. I bought fashionable shoes.
1033;odeca;2;Obući;Обући;assets/images/words/obuci.png;assets/sounds/words/obuci.wav;Надеть;To put on;Moram da obučem jaknu. Obuci nešto toplo. Obukla je haljinu za žurku.;Мне нужно надеть куртку. Надень что-нибудь тёплое. Она надела платье на вечеринку.;I have to put on a jacket. Put on something warm. She put on a dress for the party.
1034;odeca;2;Odeća;Одећа;assets/images/words/odeca.png;assets/sounds/words/odeca.wav;Одежда;Clothing;Kupujem novu odeću za zimu. Odeća mi je previše skupa. Volim udobnu odeću.;Я покупаю новую одежду на зиму. Одежда мне слишком дорогая. Я люблю удобную одежду.;I'm buying new clothes for winter. The clothing is too expensive for me. I love comfortable clothing.
1035;odeca;2;Pamuk;Памук;assets/images/words/pamuk.png;assets/sounds/words/pamuk.wav;Хлопок;Cotton;Ova majica je od pamuka. Volim pamučnu odeću. Pamuk je prijatan za nošenje.;Эта футболка из хлопка. Я люблю хлопковую одежду. Хлопок приятен для носки.;This T-shirt is made of cotton. I love cotton clothing. Cotton is comfortable to wear.
1036;odeca;2;Pantalone;Панталоне;assets/images/words/pantalone.png;assets/sounds/words/pantalone.wav;Брюки;Pants;Kupio sam nove pantalone. Ove pantalone su mi tesne. Pantalone su mi previše duge.;Я купил новые брюки. Эти брюки мне тесны. Брюки мне слишком длинные.;I bought new pants. These pants are tight on me. The pants are too long for me.
1037;odeca;2;Patike;Патике;assets/images/words/patike.png;assets/sounds/words/patike.wav;Кроссовки;Sneakers;Kupio sam nove patike. Patike su mi udobne. Trčim u patikama.;Я купил новые кроссовки. Кроссовки мне удобны. Я бегаю в кроссовках.;I bought new sneakers. The sneakers are comfortable. I run in sneakers.
1038;odeca;2;Pidžama;Пиџама;assets/images/words/pidzama.png;assets/sounds/words/pidzama.wav;Пижама;Pajamas;Obukao sam pidžamu za spavanje. Kupila sam novu pidžamu. Pidžama mi je udobna.;Я надел пижаму, чтобы спать. Я купила новую пижаму. Пижама мне удобна.;I put on pajamas to sleep. I bought new pajamas. The pajamas are comfortable for me.
1039;odeca;2;Presvući;Пресвући;assets/images/words/presvuci.png;assets/sounds/words/presvuci.wav;Переодеться;To change clothes;Moram da se presvučem pre izlaska. Presvukla je bebu u čistu odeću. Presvuci se, pokisao si.;Мне нужно переодеться перед выходом. Она переодела ребёнка в чистую одежду. Переоденься, ты промок.;I need to change clothes before going out. She changed the baby into clean clothes. Change your clothes, you got wet.
1040;odeca;2;Privlačan;Привлачан;assets/images/words/privlacan.png;assets/sounds/words/privlacan.wav;Привлекательный;Attractive;On je privlačan muškarac. Ova haljina je privlačna. Privlačan izgled joj pomaže na poslu.;Он привлекательный мужчина. Это платье привлекательное. Привлекательная внешность помогает ей на работе.;He is an attractive man. This dress is attractive. Her attractive look helps her at work.
1041;odeca;2;Rajsferšlus;Рајсфершлус;assets/images/words/rajsferslus.png;assets/sounds/words/rajsferslus.wav;Застёжка-молния;Zipper;Rajsferšlus se zaglavio. Zakopčaj rajsferšlus na jakni. Rajsferšlus je pokvaren.;Молния застряла. Застегни молнию на куртке. Молния сломана.;The zipper got stuck. Zip up the jacket. The zipper is broken.
1042;odeca;2;Remen;Ремен;assets/images/words/remen.png;assets/sounds/words/remen.wav;Ремешок;Belt / strap;Remen torbe je pokidan. Zategni remen sata. Kupio sam kožni remen.;Ремешок сумки порвался. Затяни ремешок часов. Я купил кожаный ремешок.;The bag's strap tore. Tighten the watch strap. I bought a leather strap.
1043;odeca;2;Rukavice;Рукавице;assets/images/words/rukavice.png;assets/sounds/words/rukavice.wav;Перчатки;Gloves;Nosim rukavice zimi. Izgubio sam jednu rukavicu. Kupio sam vunene rukavice.;Я ношу перчатки зимой. Я потерял одну перчатку. Я купил шерстяные перчатки.;I wear gloves in winter. I lost one glove. I bought wool gloves.
1044;odeca;2;Sako;Сако;assets/images/words/sako.png;assets/sounds/words/sako.wav;Пиджак;Blazer;Obukao je sako za sastanak. Ovaj sako mu dobro stoji. Kupio sam plavi sako.;Он надел пиджак на встречу. Этот пиджак ему хорошо идёт. Я купил синий пиджак.;He put on a blazer for the meeting. This blazer suits him well. I bought a blue blazer.
1045;odeca;2;Sandale;Сандале;assets/images/words/sandale.png;assets/sounds/words/sandale.wav;Сандалии;Sandals;Nosim sandale leti. Kupila sam nove sandale. Sandale su mi udobne.;Я ношу сандалии летом. Я купила новые сандалии. Сандалии мне удобны.;I wear sandals in summer. I bought new sandals. The sandals are comfortable for me.
1046;odeca;2;Sed;Сед;assets/images/words/sed.png;assets/sounds/words/sed.wav;Седой;Grey (hair);Njegova kosa je sed. Postao je sed rano. Ima sedu bradu.;Его волосы седые. Он рано поседел. У него седая борода.;His hair is grey. He went grey early. He has a grey beard.
1047;odeca;2;Skinuti;Скинути;assets/images/words/skinuti.png;assets/sounds/words/skinuti.wav;Снять;To take off;Skini kaput, unutra je toplo. Skinuo je cipele na ulazu. Skini prsten pre pranja ruku.;Сними пальто, здесь тепло. Он снял обувь у входа. Сними кольцо перед мытьём рук.;Take off your coat, it's warm inside. He took off his shoes at the entrance. Take off your ring before washing your hands.
1048;odeca;2;Stil;Стил;assets/images/words/stil.png;assets/sounds/words/stil.wav;Стиль;Style;Njen stil je jedinstven. Volim tvoj stil oblačenja. Stil se menja iz godine u godinu.;Её стиль уникален. Мне нравится твой стиль в одежде. Стиль меняется из года в год.;Her style is unique. I love your style of dressing. Style changes from year to year.
1049;odeca;2;Suknja;Сукња;assets/images/words/suknja.png;assets/sounds/words/suknja.wav;Юбка;Skirt;Kupila sam kratku suknju. Ova suknja je od svile. Suknja joj lepo stoji.;Я купила короткую юбку. Эта юбка из шёлка. Юбка ей хорошо идёт.;I bought a short skirt. This skirt is made of silk. The skirt suits her well.
1050;odeca;2;Svila;Свила;assets/images/words/svila.png;assets/sounds/words/svila.wav;Шёлк;Silk;Ova bluza je od svile. Svila je meka i lagana. Kupio sam svileni šal.;Эта блузка из шёлка. Шёлк мягкий и лёгкий. Я купил шёлковый шарф.;This blouse is made of silk. Silk is soft and light. I bought a silk scarf.
1051;odeca;2;Svući;Свући;assets/images/words/svuci.png;assets/sounds/words/svuci.wav;Раздеться;To undress;Svukao je mokru majicu. Deca su se svukla pre kupanja. Svuci jaknu, ovde je toplo.;Он снял мокрую футболку. Дети разделись перед купанием. Сними куртку, здесь тепло.;He took off his wet shirt. The kids undressed before bathing. Take off your jacket, it's warm here.
1052;odeca;2;Tesan;Тесан;assets/images/words/tesan.png;assets/sounds/words/tesan.wav;Тесный;Tight;Ova majica mi je tesna. Cipele su mi tesne. Pantalone su previše tesne.;Эта футболка мне тесна. Обувь мне тесна. Брюки слишком тесные.;This T-shirt is tight on me. The shoes are tight on me. The pants are too tight.
1053;odeca;2;Udoban;Удобан;assets/images/words/udoban.png;assets/sounds/words/udoban.wav;Удобный;Comfortable;Ove cipele su udobne. Volim udobnu odeću. Fotelja je veoma udobna.;Эта обувь удобная. Я люблю удобную одежду. Кресло очень удобное.;These shoes are comfortable. I love comfortable clothing. The armchair is very comfortable.
1054;odeca;2;Veš;Веш;assets/images/words/ves.png;assets/sounds/words/ves.wav;Бельё;Underwear / laundry;Operi veš danas. Kupio sam nov veš. Veš je obešen napolju.;Постирай бельё сегодня. Я купил новое бельё. Бельё висит на улице.;Wash the laundry today. I bought new underwear. The laundry is hanging outside.
1055;odeca;2;Vitak;Витак;assets/images/words/vitak.png;assets/sounds/words/vitak.wav;Стройный;Slim;Ona je vitka i visoka. Vežba da bude vitkiji. Vitak izgled mu odgovara.;Она стройная и высокая. Он тренируется, чтобы быть стройнее. Стройный вид ему идёт.;She is slim and tall. He exercises to be slimmer. A slim look suits him.
1056;odeca;2;Vuna;Вуна;assets/images/words/vuna.png;assets/sounds/words/vuna.wav;Шерсть;Wool;Ovaj džemper je od vune. Vuna greje zimi. Kupio sam vunenu jaknu.;Этот свитер из шерсти. Шерсть греет зимой. Я купил шерстяную куртку.;This sweater is made of wool. Wool keeps you warm in winter. I bought a wool jacket.
1057;odeca;2;Zgodan;Згодан;assets/images/words/zgodan.png;assets/sounds/words/zgodan.wav;Симпатичный;Handsome / attractive;On je zgodan mladić. Zgodan je u tom odelu. Svi kažu da je zgodan.;Он симпатичный молодой человек. Он симпатичный в этом костюме. Все говорят, что он симпатичный.;He is a handsome young man. He looks handsome in that suit. Everyone says he's handsome.
1058;odeca;2;Ćelav;Ћелав;assets/images/words/celav.png;assets/sounds/words/celav.wav;Лысый;Bald;On je potpuno ćelav. Postao je ćelav rano. Nosi šešir jer je ćelav.;Он полностью лысый. Он рано облысел. Он носит шляпу, потому что лысый.;He is completely bald. He went bald early. He wears a hat because he's bald.
1059;odeca;2;Čarape;Чарапе;assets/images/words/carape.png;assets/sounds/words/carape.wav;Носки;Socks;Kupio sam nove čarape. Čarape su mi mokre. Obuci tople čarape.;Я купил новые носки. Носки у меня мокрые. Надень тёплые носки.;I bought new socks. My socks are wet. Put on warm socks.
1060;odeca;2;Čizme;Чизме;assets/images/words/cizme.png;assets/sounds/words/cizme.wav;Сапоги;Boots;Nosim čizme zimi. Kupila sam kožne čizme. Čizme su mi previše velike.;Я ношу сапоги зимой. Я купила кожаные сапоги. Сапоги мне слишком велики.;I wear boots in winter. I bought leather boots. The boots are too big for me.
1061;odeca;2;Šal;Шал;assets/images/words/sal.png;assets/sounds/words/sal.wav;Шарф;Scarf;Nosim šal kad je hladno. Kupio sam vuneni šal. Šal mi je poklon.;Я ношу шарф, когда холодно. Я купил шерстяной шарф. Шарф мне подарили.;I wear a scarf when it's cold. I bought a wool scarf. The scarf was a gift.
1062;odeca;3;Šešir;Шешир;assets/images/words/sesir.png;assets/sounds/words/sesir.wav;Шляпа;Hat;Nosi šešir na suncu. Kupio sam nov šešir. Šešir mu lepo stoji.;Он носит шляпу на солнце. Я купил новую шляпу. Шляпа ему идёт.;He wears a hat in the sun. I bought a new hat. The hat suits him well.
1063;odeca;3;Šminka;Шминка;assets/images/words/sminka.png;assets/sounds/words/sminka.wav;Макияж;Makeup;Nosi lagan šminku. Skinula je šminku pre spavanja. Kupila sam novu šminku.;Она носит лёгкий макияж. Она сняла макияж перед сном. Я купила новый макияж.;She wears light makeup. She removed her makeup before sleeping. I bought new makeup.
1064;odeca;3;Kolekcija;Колекција;assets/images/words/kolekcija.png;assets/sounds/words/kolekcija.wav;Коллекция;Collection;Nova kolekcija je stigla. Kolekcija je inspirisana prirodom. Kupio sam komad iz nove kolekcije.;Новая коллекция прибыла. Коллекция вдохновлена природой. Я купил вещь из новой коллекции.;The new collection has arrived. The collection is inspired by nature. I bought a piece from the new collection.
1065;odeca;3;Proba;Проба;assets/images/words/proba.png;assets/sounds/words/proba.wav;Проба;Trial, rehearsal;Probala je haljinu pre kupovine. Proba za predstavu je večeras. Ovo je poslednja proba pre koncerta.;Она примерила платье перед покупкой. Репетиция спектакля сегодня вечером. Это последняя репетиция перед концертом.;She tried on the dress before buying it. The rehearsal for the play is tonight. This is the last rehearsal before the concert.
1066;odeca;3;Dodatak;Додатак;assets/images/words/dodatak.png;assets/sounds/words/dodatak.wav;Дополнение;Addition, accessory;Ovaj šal je odličan modni dodatak. Torba je lep dodatak uz ovu haljinu. Kupila je nekoliko dodataka za kosu.;Этот шарф — отличный модный аксессуар. Сумка — прекрасное дополнение к этому платью. Она купила несколько аксессуаров для волос.;This scarf is a great fashion accessory. The bag is a nice addition to this dress. She bought several hair accessories.
1067;odeca;3;Kopča;Копча;assets/images/words/kopca.png;assets/sounds/words/kopca.wav;Пряжка;Buckle / clasp;Kopča na kaišu je pokvarena. Zakopčaj kopču. Kopča je od metala.;Пряжка на ремне сломана. Застегни пряжку. Пряжка металлическая.;The belt buckle is broken. Fasten the buckle. The buckle is made of metal.
1068;odeca;3;Podstava;Подстава;assets/images/words/podstava.png;assets/sounds/words/podstava.wav;Подкладка;Lining;Jakna ima toplu podstavu. Podstava je od svile. Podstava se pocepala.;У куртки тёплая подкладка. Подкладка шёлковая. Подкладка порвалась.;The jacket has a warm lining. The lining is made of silk. The lining tore.
1069;odeca;3;Šara;Шара;assets/images/words/sara.png;assets/sounds/words/sara.wav;Узор;Pattern;Majica ima cvetnu šaru. Sviđa mi se ova šara. Šara je jarkih boja.;На футболке цветочный узор. Мне нравится этот узор. Узор ярких цветов.;The T-shirt has a floral pattern. I like this pattern. The pattern has bright colors.
1070;odeca;3;Jednobojno;Једнобојно;assets/images/words/jednobojno.png;assets/sounds/words/jednobojno.wav;Однотонное;Solid color / plain;Volim jednobojnu odeću. Ova majica je jednobojna. Kupio sam jednobojnu košulju.;Я люблю однотонную одежду. Эта футболка однотонная. Я купил однотонную рубашку.;I like solid-color clothing. This T-shirt is a solid color. I bought a plain shirt.
1071;odeca;3;Uniforma;Униформа;assets/images/words/uniforma.png;assets/sounds/words/uniforma.wav;Униформа;Uniform;Nosi uniformu na poslu. Uniforma je plave boje. Škola zahteva uniformu.;Он носит форму на работе. Форма синего цвета. Школа требует ношения формы.;He wears a uniform at work. The uniform is blue. The school requires a uniform.
1072;odeca;3;Prsluk;Прслук;assets/images/words/prsluk.png;assets/sounds/words/prsluk.wav;Жилет;Vest;Obukao je prsluk preko košulje. Prsluk mu dobro stoji. Kupio sam kožni prsluk.;Он надел жилет поверх рубашки. Жилет ему хорошо идёт. Я купил кожаный жилет.;He put on a vest over his shirt. The vest suits him well. I bought a leather vest.
1073;odeca;3;Mantil;Мантил;assets/images/words/mantil.png;assets/sounds/words/mantil.wav;Плащ;Coat;Obukao je zimski mantil. Mantil je od vune. Kupila sam nov mantil.;Он надел зимнее пальто. Пальто из шерсти. Я купила новое пальто.;He put on a winter coat. The coat is made of wool. I bought a new coat.
1074;odeca;3;Trenerka;Тренерка;assets/images/words/trenerka.png;assets/sounds/words/trenerka.wav;Треники;Tracksuit;Nosim trenerku za trčanje. Kupio sam novu trenerku. Trenerka mi je udobna.;Я ношу спортивный костюм для бега. Я купил новый спортивный костюм. Спортивный костюм мне удобен.;I wear a tracksuit for running. I bought a new tracksuit. The tracksuit is comfortable for me.
1075;odeca;3;Kombinezon;Комбинезон;assets/images/words/kombinezon.png;assets/sounds/words/kombinezon.wav;Комбинезон;Jumpsuit;Nosi kombinezon za posao. Kupila sam letnji kombinezon. Kombinezon joj lepo stoji.;Он носит комбинезон на работе. Я купила летний комбинезон. Комбинезон ей хорошо идёт.;He wears a jumpsuit for work. I bought a summer jumpsuit. The jumpsuit suits her well.
1076;odeca;3;Papuče;Папуче;assets/images/words/papuce.png;assets/sounds/words/papuce.wav;Тапочки;Slippers;Nosim papuče kod kuće. Kupio sam nove papuče. Papuče su mi udobne.;Я ношу тапочки дома. Я купил новые тапочки. Тапочки мне удобны.;I wear slippers at home. I bought new slippers. The slippers are comfortable for me.
1077;odeca;3;Donji;Доњи;assets/images/words/donji.png;assets/sounds/words/donji.wav;Нижний;Lower, bottom;Kupila je donji veš u prodavnici. Donji deo haljine je predugačak. Stavi majicu u donju fioku.;Она купила нижнее бельё в магазине. Нижняя часть платья слишком длинная. Положи футболку в нижний ящик.;She bought underwear at the store. The bottom part of the dress is too long. Put the shirt in the bottom drawer.
1078;odeca;3;Konsultant;Консултант;assets/images/words/konsultant.png;assets/sounds/words/konsultant.wav;Консультант;Consultant;Konsultant u prodavnici mi je pomogao da izaberem odeću. Radi kao modni konsultant. Konsultant je predložio drugu boju.;Консультант в магазине помог мне выбрать одежду. Она работает модным консультантом. Консультант предложил другой цвет.;The store consultant helped me choose clothes. She works as a fashion consultant. The consultant suggested another color.
1079;odeca;3;Cipele;Ципеле;assets/images/words/cipele.png;assets/sounds/words/cipele.wav;Туфли;Shoes;Kupila sam nove cipele za posao. Ove cipele su mi premalene. Skinuo je cipele pre nego što je ušao.;Я купила новые туфли для работы. Эта обувь мне маловата. Он снял обувь, прежде чем войти.;I bought new shoes for work. These shoes are too small for me. He took off his shoes before coming in.
1080;odeca;3;Jakna;Јакна;assets/images/words/jakna.png;assets/sounds/words/jakna.wav;Куртка;Jacket;Obuci jaknu, napolju je hladno. Kupila je kožnu jaknu. Zaboravio je jaknu u autobusu.;Надень куртку, на улице холодно. Она купила кожаную куртку. Он забыл куртку в автобусе.;Put on your jacket, it's cold outside. She bought a leather jacket. He forgot his jacket on the bus.
1081;odeca;3;Kapa;Капа;assets/images/words/kapa.png;assets/sounds/words/kapa.wav;Шапка;Hat / cap;Nosi kapu kada je hladno. Kupila mu je vunenu kapu za zimu. Skinula je kapu kada je ušla u kuću.;Он носит шапку, когда холодно. Она купила ему шерстяную шапку на зиму. Она сняла шапку, когда вошла в дом.;He wears a hat when it's cold. She bought him a wool hat for winter. She took off her hat when she came into the house.
1082;odeca;3;Kaput;Капут;assets/images/words/kaput.png;assets/sounds/words/kaput.wav;Пальто;Coat;Obukla je topli kaput za šetnju. Kaput joj je bio previše tanak za zimu. Okačio je kaput na vešalicu.;Она надела тёплое пальто для прогулки. Её пальто было слишком тонким для зимы. Он повесил пальто на вешалку.;She put on a warm coat for the walk. Her coat was too thin for winter. He hung his coat on the hanger.
1083;odeca;3;Kišobran;Кишобран;assets/images/words/kisobran.png;assets/sounds/words/kisobran.wav;Зонт;Umbrella;Ponesi kišobran, sigurno će padati kiša. Zaboravila sam kišobran u kafiću. Kišobran nas je spasao od jake kiše.;Возьми зонт, точно будет дождь. Я забыла зонт в кафе. Зонт спас нас от сильного дождя.;Take an umbrella, it will definitely rain. I forgot my umbrella at the café. The umbrella saved us from the heavy rain.
1084;odeca;3;Kofer;Кофер;assets/images/words/kofer.png;assets/sounds/words/kofer.wav;Чемодан;Suitcase;Spakovala sam kofer za putovanje. Kofer mi je bio pretežak za nošenje. Izgubili su moj kofer na aerodromu.;Я собрала чемодан для поездки. Мой чемодан был слишком тяжёлым, чтобы его нести. Они потеряли мой чемодан в аэропорту.;I packed my suitcase for the trip. My suitcase was too heavy to carry. They lost my suitcase at the airport.
1085;odeca;3;Lančić;Ланчић;assets/images/words/lancic.png;assets/sounds/words/lancic.wav;Цепочка;Chain (necklace);Nosi zlatni lančić svaki dan. Poklonio joj je srebrni lančić. Lančić joj se zapetljao u kosi.;Он каждый день носит золотую цепочку. Он подарил ей серебряную цепочку. Цепочка запуталась в её волосах.;He wears a gold chain every day. He gave her a silver chain as a gift. Her chain got tangled in her hair.
1086;odeca;3;Naočare;Наочаре;assets/images/words/naocare.png;assets/sounds/words/naocare.wav;Очки;Glasses;Nosi naočare za čitanje. Zaboravila je naočare kod kuće. Kupio je nove sunčane naočare.;Он носит очки для чтения. Она забыла очки дома. Он купил новые солнечные очки.;He wears reading glasses. She forgot her glasses at home. He bought new sunglasses.
1087;odeca;3;Novčanik;Новчаник;assets/images/words/novcanik.png;assets/sounds/words/novcanik.wav;Кошелёк;Wallet;Izgubio je novčanik u gradskom prevozu. Novčanik joj je pun kartica. Stavio je novac u novčanik.;Он потерял кошелёк в общественном транспорте. Её кошелёк полон карт. Он положил деньги в кошелёк.;He lost his wallet on public transport. Her wallet is full of cards. He put the money in his wallet.
1088;odeca;3;Prsten;Прстен;assets/images/words/prsten.png;assets/sounds/words/prsten.wav;Кольцо;Ring;Nosi prsten koji joj je poklonila baka. Kupio je prsten za veridbu. Izgubila je prsten na plaži.;Она носит кольцо, которое подарила бабушка. Он купил кольцо для помолвки. Она потеряла кольцо на пляже.;She wears the ring her grandmother gave her. He bought an engagement ring. She lost her ring at the beach.
1089;odeca;3;Ranac;Ранац;assets/images/words/ranac.png;assets/sounds/words/ranac.wav;Рюкзак;Backpack;Stavio je knjige u ranac. Njen ranac je pun beležnica. Kupila sam nov ranac za školu.;Он положил книги в рюкзак. Её рюкзак полон тетрадей. Я купила новый рюкзак для школы.;He put the books in his backpack. Her backpack is full of notebooks. I bought a new backpack for school.
